InternetService,PaperlessBilling,MonthlyCharges,StreamingMovies,StreamingTV,SeniorCitizen,DeviceProtection,OnlineBackup,Partner,Dependents,TotalCharges,PaymentMethod,tenure,Contract
2.0,0.0,0.34685636175699025,1.0,1.0,0,2.0,1.0,0.0,0.0,-0.9792358821203901,0.0,-1.2846046672683313,0.0
1.0,1.0,-0.6369685683784132,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.992326017346971,1.0,-1.2846046672683313,0.0
1.0,0.0,-0.349465674943574,1.0,1.0,0,2.0,1.0,0.0,0.0,0.07542658393065209,3.0,0.5579682654329069,2.0
2.0,1.0,0.9866749396322104,2.0,2.0,1,1.0,1.0,1.0,1.0,0.5973957260905552,3.0,0.3122918744060751,0.0
1.0,0.0,0.41997848494272977,1.0,2.0,0,1.0,2.0,1.0,1.0,-0.2939053902071461,1.0,-0.4656833638455588,1.0
2.0,1.0,1.1063293230270572,2.0,1.0,0,2.0,2.0,0.0,0.0,-0.7615902722635772,2.0,-1.0798743414126382,0.0
2.0,1.0,1.5367527299612957,2.0,2.0,0,1.0,2.0,1.0,1.0,1.8863981467552826,1.0,1.090267112657709,2.0
1.0,1.0,-0.20820702788021367,1.0,1.0,0,1.0,2.0,0.0,0.0,-0.5969685547603798,3.0,-0.7113597548723906,0.0
2.0,1.0,0.9866749396322104,2.0,2.0,0,1.0,1.0,0.0,0.0,0.19237544408839702,1.0,-0.22000697281872703,0.0
2.0,1.0,1.7095868393094074,2.0,2.0,0,2.0,2.0,0.0,0.0,2.6622318877941935,2.0,1.5816198947113727,1.0
2.0,1.0,0.8121789638480595,2.0,1.0,0,2.0,1.0,0.0,0.0,0.8413763884048978,3.0,0.5170222002617683,0.0
0.0,0.0,-1.4679017863981798,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.9802309092913296,1.0,-1.1617664717549154,0.0
0.0,1.0,-1.5044628479910496,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.003868332529868,1.0,-1.2846046672683313,0.0
2.0,1.0,1.1462141174920055,2.0,2.0,0,1.0,2.0,1.0,1.0,1.0877008924996754,0.0,0.5989143306040455,0.0
1.0,1.0,-0.5006955206231717,1.0,1.0,0,1.0,2.0,0.0,0.0,-0.2456134048442202,0.0,0.06661548337924335,0.0
1.0,1.0,-0.34780380850753456,1.0,1.0,0,2.0,1.0,1.0,1.0,-0.5892736779717818,3.0,-0.5885215593589747,1.0
1.0,0.0,-0.3527894078156531,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.8145257177575538,2.0,-0.997982211070361,1.0
1.0,1.0,-0.975989321330478,1.0,1.0,0,2.0,1.0,0.0,0.0,-0.9021765556598607,3.0,-1.0389282762414995,1.0
2.0,1.0,0.6526397859882644,1.0,1.0,0,2.0,1.0,1.0,1.0,-0.8118723119683819,0.0,-1.1208204065837768,0.0
1.0,0.0,-0.18494089777566036,2.0,1.0,0,1.0,1.0,0.0,0.0,-0.03557422491636622,0.0,0.2713458092349365,1.0
0.0,1.0,-1.4695636528342193,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.7229389946013088,1.0,-0.13811484247644978,0.0
1.0,0.0,-0.3212139455309019,1.0,2.0,0,1.0,1.0,1.0,0.0,-0.9881247915141157,1.0,-1.2846046672683313,0.0
1.0,0.0,-1.32498127289878,1.0,1.0,0,1.0,1.0,0.0,1.0,-0.6635248166387713,3.0,-0.05622271213417253,0.0
1.0,0.0,-1.3482474030033336,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9955322160088869,1.0,-1.2436586020971927,0.0
1.0,0.0,0.19728838251343225,1.0,2.0,0,1.0,2.0,1.0,0.0,0.9548758210367198,3.0,1.2540513733422636,1.0
2.0,0.0,0.46318701227975756,1.0,2.0,0,1.0,1.0,0.0,0.0,-0.2866969711465629,0.0,-0.5066294290166974,0.0
1.0,1.0,0.6127549915233155,2.0,2.0,0,2.0,2.0,1.0,0.0,1.5942139459376534,3.0,1.5816198947113727,2.0
1.0,1.0,-0.12345183964219758,1.0,1.0,0,2.0,2.0,0.0,0.0,0.7641180565101804,2.0,1.3768895688556795,2.0
1.0,1.0,-0.6552490991748482,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.8186606084456797,1.0,-0.997982211070361,0.0
2.0,1.0,1.034869066277357,2.0,2.0,0,1.0,1.0,0.0,0.0,-0.9352335694499586,0.0,-1.2436586020971927,0.0
1.0,0.0,-0.9892842528187943,1.0,1.0,0,1.0,1.0,1.0,0.0,-0.9678262372269518,1.0,-1.202712536926054,0.0
0.0,0.0,-1.4828585843225357,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.557123244492984,3.0,0.5989143306040455,2.0
1.0,1.0,-0.5189760514196065,2.0,2.0,0,2.0,1.0,0.0,0.0,-0.9725802559325512,0.0,-1.2436586020971927,0.0
2.0,0.0,0.30364783441996246,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9798107867080441,0.0,-1.2846046672683313,0.0
0.0,0.0,-1.4828585843225357,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.9554215651625737,1.0,-1.0389282762414995,1.0
2.0,1.0,1.334005024764473,2.0,2.0,0,2.0,2.0,1.0,1.0,2.214779224880197,0.0,1.4997277643690954,2.0
2.0,0.0,1.34397622338071,2.0,2.0,0,2.0,2.0,0.0,0.0,-0.769041920188168,0.0,-1.1208204065837768,0.0
0.0,0.0,-1.5044628479910496,0.0,0.0,0,0.0,0.0,1.0,0.0,-0.38611124138086456,1.0,1.5816198947113727,2.0
2.0,1.0,0.3136190330361996,1.0,1.0,0,1.0,2.0,0.0,0.0,-0.9796781164185855,3.0,-1.2846046672683313,0.0
2.0,1.0,0.8238120289003366,2.0,1.0,0,1.0,2.0,1.0,1.0,-0.47816231055021463,3.0,-0.7523058200435292,0.0
0.0,0.0,-1.5127721801712473,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.7464879709802081,3.0,-0.13811484247644978,0.0
1.0,1.0,0.5628989984421295,2.0,2.0,0,2.0,2.0,0.0,0.0,0.9927531886771463,3.0,0.9674289171442931,2.0
2.0,1.0,1.0265597340971593,2.0,2.0,1,2.0,1.0,1.0,0.0,-0.7588041961849469,0.0,-1.0798743414126382,0.0
1.0,0.0,-0.8197738763427618,1.0,2.0,1,1.0,2.0,1.0,0.0,-0.9947583059870451,0.0,-1.2846046672683313,0.0
2.0,0.0,0.8670205562373643,2.0,1.0,0,2.0,1.0,1.0,1.0,0.8610337029596788,2.0,0.5579682654329069,1.0
2.0,1.0,1.440364476671003,2.0,2.0,0,2.0,2.0,0.0,0.0,-0.03798440184153068,2.0,-0.5066294290166974,0.0
2.0,1.0,0.6958483133252922,2.0,1.0,1,1.0,1.0,0.0,0.0,-0.2485763746421287,3.0,-0.5066294290166974,0.0
2.0,1.0,0.37843182404174147,1.0,1.0,1,1.0,1.0,0.0,0.0,0.24409474526233654,0.0,0.18945367889265924,0.0
0.0,1.0,-1.5011391151189704,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.7940502697511117,1.0,-0.3428451683321429,2.0
2.0,0.0,0.9899986725042899,2.0,2.0,0,1.0,1.0,1.0,1.0,0.1590088662895623,3.0,-0.13811484247644978,0.0
2.0,1.0,1.3140626275319989,2.0,2.0,0,2.0,1.0,1.0,0.0,-0.039510110170304355,2.0,-0.4656833638455588,0.0
2.0,0.0,1.2775015659391287,2.0,2.0,0,2.0,1.0,1.0,1.0,-0.12245115279683137,0.0,-0.547575494187836,0.0
1.0,0.0,0.5230142039771807,2.0,2.0,0,2.0,1.0,0.0,0.0,0.8890492457503504,0.0,0.8855367868020159,2.0
0.0,0.0,-1.5144340466072868,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0000208941355688,3.0,-1.2436586020971927,1.0
2.0,1.0,1.3107388946599194,2.0,2.0,1,1.0,1.0,1.0,0.0,0.2556812838750531,2.0,-0.22000697281872703,0.0
1.0,1.0,-0.1367467711305138,2.0,2.0,0,2.0,1.0,0.0,0.0,0.2670245936237624,2.0,0.5579682654329069,2.0
0.0,0.0,-1.50280098155501,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.8393129501713998,1.0,-0.5885215593589747,0.0
0.0,0.0,-1.4961535158108519,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.5391243085564356,1.0,0.8036446564597386,2.0
1.0,0.0,-0.2896384832461509,1.0,2.0,0,1.0,1.0,1.0,1.0,0.09274005670499783,0.0,0.435130069919491,0.0
0.0,0.0,-1.4928297829387727,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.9868865354791688,1.0,-1.202712536926054,0.0
1.0,1.0,-0.666882164227125,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9346144414324854,3.0,-1.1617664717549154,0.0
2.0,1.0,0.6210643237035132,2.0,1.0,0,1.0,2.0,1.0,1.0,-0.8013471356713341,3.0,-1.0798743414126382,0.0
2.0,1.0,1.1944082441371522,2.0,2.0,1,2.0,1.0,1.0,0.0,0.5076442752718208,0.0,0.10756154855038198,0.0
1.0,0.0,-0.1517035690548697,2.0,2.0,0,2.0,2.0,1.0,1.0,0.8046046065099594,3.0,1.4587816991979567,2.0
2.0,1.0,1.0431783984575547,2.0,2.0,0,1.0,2.0,0.0,0.0,-0.7859131586643183,0.0,-1.1208204065837768,0.0
1.0,0.0,-0.673529629971283,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9582739763859335,0.0,-1.202712536926054,0.0
2.0,0.0,0.26210117351897416,1.0,1.0,1,1.0,2.0,0.0,0.0,-0.8720161765229417,0.0,-1.1617664717549154,0.0
0.0,1.0,-1.3150100742825428,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.9608168236005564,3.0,-1.1617664717549154,2.0
2.0,0.0,0.49310060812846934,1.0,1.0,0,2.0,2.0,1.0,0.0,-0.9395674655722726,2.0,-1.2436586020971927,0.0
2.0,1.0,1.5035154012405052,2.0,2.0,0,1.0,2.0,1.0,1.0,0.9638531772900842,3.0,0.3122918744060751,0.0
2.0,1.0,1.0049554704286452,2.0,2.0,0,1.0,1.0,0.0,0.0,-0.6299592334057487,3.0,-0.9160900807280837,0.0
2.0,1.0,0.5196904711051018,1.0,1.0,1,1.0,2.0,0.0,0.0,-0.08895190470853809,0.0,-0.3428451683321429,0.0
2.0,1.0,1.4137746136943707,2.0,1.0,1,2.0,2.0,0.0,0.0,2.414226893366274,2.0,1.6225659598825113,2.0
2.0,1.0,1.144552251055966,2.0,2.0,0,2.0,2.0,1.0,0.0,0.0626902361426276,3.0,-0.3428451683321429,0.0
1.0,0.0,0.7224381763019246,2.0,2.0,0,2.0,2.0,0.0,0.0,1.7958727859147066,2.0,1.6225659598825113,2.0
1.0,1.0,-0.42092593169327386,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9894514944087016,0.0,-1.2846046672683313,0.0
2.0,1.0,0.7806035015633083,1.0,2.0,0,1.0,1.0,0.0,0.0,-0.28758143974295347,0.0,-0.5885215593589747,0.0
1.0,1.0,-0.8247594756508806,2.0,1.0,0,1.0,1.0,0.0,0.0,-0.9406951630326706,0.0,-1.1617664717549154,0.0
2.0,1.0,0.863696823365285,1.0,2.0,1,1.0,1.0,0.0,0.0,0.39673191328444146,0.0,0.1485076137215206,0.0
2.0,0.0,0.3451944953209508,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.6195446156832494,0.0,-0.8751440155569451,0.0
2.0,1.0,0.15574172161244393,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9817787293350131,0.0,-1.2846046672683313,0.0
2.0,0.0,0.49974807387262754,1.0,1.0,0,2.0,1.0,0.0,0.0,0.4527629988657851,0.0,0.39418400474835236,0.0
2.0,1.0,0.6808915154009363,2.0,1.0,1,1.0,1.0,1.0,0.0,-0.4043976296112398,3.0,-0.6704136897012519,0.0
2.0,0.0,1.6447740483038655,2.0,2.0,0,2.0,2.0,0.0,0.0,1.5484869195042603,3.0,0.7217525261174614,1.0
1.0,0.0,-1.3382762043870962,1.0,1.0,0,1.0,1.0,0.0,0.0,-1.0016571610388916,0.0,-1.2846046672683313,0.0
0.0,1.0,-1.4928297829387727,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.6780301016195768,1.0,0.23039974406379785,2.0
2.0,1.0,0.49808620743658766,1.0,1.0,1,1.0,1.0,1.0,1.0,-0.1909753573021919,0.0,-0.3428451683321429,0.0
1.0,0.0,-0.1716459662873439,2.0,1.0,0,1.0,1.0,1.0,1.0,-0.20523741341899007,2.0,-0.05622271213417253,0.0
0.0,0.0,-1.509448447299168,0.0,0.0,0,0.0,0.0,0.0,1.0,-0.9421324245018053,2.0,-0.997982211070361,0.0
2.0,1.0,1.418760213002489,2.0,2.0,1,2.0,1.0,1.0,0.0,0.9925099598131388,0.0,0.435130069919491,1.0
1.0,1.0,0.18233158458907636,1.0,2.0,0,1.0,2.0,1.0,0.0,0.8115255732767156,3.0,1.0083749823154318,2.0
0.0,0.0,-1.462916187090061,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.892093613661008,1.0,-0.7932518852146678,2.0
2.0,1.0,0.8221501624642966,2.0,1.0,0,1.0,2.0,0.0,0.0,0.5300434424754124,3.0,0.3122918744060751,1.0
0.0,0.0,-1.50280098155501,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.8193239598929726,1.0,-0.38379123350328154,1.0
1.0,1.0,0.6227261901395527,2.0,2.0,0,2.0,2.0,1.0,1.0,1.6228707284607085,3.0,1.6225659598825113,2.0
2.0,1.0,0.6443304538080667,1.0,1.0,0,2.0,1.0,0.0,0.0,1.0172529687971659,3.0,0.9264828519731545,1.0
2.0,1.0,1.5483857950135729,2.0,2.0,0,2.0,2.0,1.0,0.0,1.3379833935633014,2.0,0.6398603957751842,0.0
2.0,1.0,0.3352232967047137,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9793906641247587,0.0,-1.2846046672683313,0.0
2.0,1.0,1.0797394600504242,1.0,2.0,0,2.0,2.0,1.0,1.0,0.5166658549550047,2.0,0.1485076137215206,0.0
1.0,1.0,0.1490942558682857,2.0,2.0,0,2.0,1.0,0.0,0.0,-0.697554745884899,0.0,-0.8751440155569451,0.0
2.0,1.0,0.6559635188603433,1.0,2.0,0,1.0,1.0,0.0,0.0,-0.9751231031471741,0.0,-1.2846046672683313,0.0
2.0,1.0,1.1146386552072547,2.0,2.0,0,1.0,2.0,1.0,0.0,1.2647493937821608,3.0,0.8445907216308772,0.0
1.0,1.0,-0.45914885972218333,2.0,1.0,0,2.0,2.0,1.0,0.0,0.5950518843101202,2.0,1.540673829540234,1.0
2.0,0.0,1.02489786766112,2.0,2.0,0,2.0,1.0,0.0,0.0,-0.48893071571126995,0.0,-0.8341979503858065,1.0
2.0,1.0,0.9916605389403292,2.0,2.0,0,2.0,1.0,1.0,0.0,-0.1657016671603309,3.0,-0.42473729867442017,0.0
2.0,1.0,0.1391230572520486,1.0,1.0,0,1.0,1.0,1.0,1.0,0.6867933894707335,3.0,0.9264828519731545,2.0
1.0,0.0,-0.01376865486358826,1.0,1.0,1,2.0,2.0,0.0,0.0,-0.1866193494649683,2.0,-0.17906090764758842,0.0
0.0,1.0,-1.4961535158108519,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.5000529083108816,1.0,1.0493210474865704,2.0
0.0,1.0,-1.5011391151189704,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.8416125685220154,3.0,-0.547575494187836,1.0
2.0,1.0,1.0066173368646851,2.0,1.0,0,1.0,2.0,0.0,0.0,-0.2212684067285694,0.0,-0.547575494187836,0.0
1.0,1.0,0.25212997490273703,1.0,2.0,0,2.0,2.0,0.0,0.0,-0.05896841929089721,2.0,-0.05622271213417253,0.0
2.0,0.0,0.8155026967201389,1.0,1.0,0,2.0,2.0,0.0,0.0,-0.5117721172130568,0.0,-0.7932518852146678,0.0
0.0,1.0,-1.484520450758575,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.003602991950951,1.0,-1.2846046672683313,0.0
2.0,1.0,0.19230278320531394,1.0,1.0,0,1.0,1.0,1.0,1.0,-0.9812922716069984,1.0,-1.2846046672683313,0.0
2.0,1.0,0.28869103649560657,1.0,1.0,1,1.0,2.0,0.0,0.0,-0.4113407080929059,0.0,-0.5885215593589747,0.0
0.0,1.0,-1.4928297829387727,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.8988819101383057,1.0,-0.7932518852146678,1.0
0.0,0.0,-1.4811967178864962,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.9984288506620659,1.0,-1.2436586020971927,1.0
1.0,0.0,0.0028500094968070704,1.0,1.0,0,2.0,2.0,1.0,0.0,0.9878001645373592,3.0,1.540673829540234,2.0
0.0,1.0,-1.5127721801712473,0.0,0.0,1,0.0,0.0,1.0,0.0,-0.6378531156285345,3.0,0.4760761350906296,2.0
0.0,0.0,-1.462916187090061,0.0,0.0,0,0.0,0.0,1.0,1.0,-0.9847195874180118,1.0,-1.1617664717549154,0.0
1.0,0.0,0.3751080911696626,2.0,1.0,0,2.0,1.0,1.0,0.0,1.1674799598941064,2.0,1.3359435036845408,2.0
2.0,1.0,1.1561853161082432,1.0,2.0,1,1.0,2.0,0.0,0.0,2.163258929140446,3.0,1.5816198947113727,1.0
1.0,1.0,-0.36608433930396933,1.0,1.0,0,1.0,2.0,1.0,1.0,0.490994153944768,2.0,1.2949974385134022,1.0
2.0,1.0,0.9135528164464709,2.0,2.0,0,1.0,1.0,1.0,0.0,0.13855552999803003,1.0,-0.17906090764758842,0.0
2.0,1.0,1.0481639977656734,2.0,2.0,1,1.0,1.0,0.0,0.0,-0.3132752524680999,0.0,-0.6704136897012519,0.0
2.0,1.0,1.6397884489957473,2.0,2.0,0,2.0,2.0,1.0,1.0,2.403237371056121,2.0,1.540673829540234,2.0
2.0,1.0,0.5529277998258925,1.0,1.0,0,2.0,1.0,1.0,1.0,0.3616185100077354,2.0,0.2713458092349365,0.0
1.0,1.0,-0.6602346984829667,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.6296275576821021,2.0,-0.547575494187836,0.0
2.0,1.0,1.3323431583284335,2.0,2.0,0,2.0,1.0,0.0,0.0,1.745568634494992,2.0,1.1312131778288477,0.0
2.0,1.0,0.8470781590048896,2.0,1.0,0,1.0,2.0,1.0,0.0,1.0281761559625895,3.0,0.7626985912886,1.0
2.0,0.0,1.5168103327288216,2.0,2.0,1,2.0,2.0,0.0,0.0,1.7025613489955,0.0,0.9674289171442931,1.0
2.0,1.0,1.334005024764473,2.0,2.0,0,2.0,2.0,1.0,0.0,2.1420316828270716,3.0,1.3768895688556795,0.0
1.0,1.0,-0.3112427469146648,2.0,2.0,0,2.0,1.0,1.0,1.0,0.38797567418017476,3.0,1.0493210474865704,2.0
1.0,0.0,-0.19158836351981834,1.0,1.0,0,2.0,2.0,1.0,1.0,0.8159700279735783,2.0,1.4997277643690954,1.0
1.0,1.0,-0.2896384832461509,1.0,1.0,0,1.0,2.0,0.0,0.0,-0.37600618766710214,1.0,-0.22000697281872703,0.0
1.0,1.0,-0.5405803150881203,1.0,1.0,0,1.0,2.0,0.0,0.0,-0.9910435378822046,0.0,-1.2846046672683313,0.0
0.0,0.0,-1.4911679165027332,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.96424413941157,1.0,-1.0798743414126382,0.0
1.0,0.0,-1.3233194064627405,1.0,1.0,0,1.0,1.0,0.0,0.0,-0.9285337198323002,2.0,-1.0389282762414995,0.0
2.0,1.0,0.16072732092056272,1.0,1.0,1,1.0,1.0,0.0,0.0,-0.7645090186316662,0.0,-0.997982211070361,0.0
1.0,1.0,0.1540798551764045,2.0,1.0,0,2.0,2.0,1.0,1.0,-0.5387262976880598,1.0,-0.7113597548723906,0.0
0.0,0.0,-1.477872985014417,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.9321379293625915,1.0,-0.9570361458992224,0.0
1.0,1.0,0.07929586555462549,1.0,1.0,0,1.0,2.0,0.0,0.0,-0.6444645183865542,0.0,-0.8341979503858065,0.0
1.0,1.0,0.20559771469362992,2.0,1.0,0,1.0,2.0,1.0,0.0,-0.1998421549810075,1.0,-0.30189910316100427,0.0
2.0,1.0,0.5379710019015366,2.0,1.0,0,1.0,1.0,1.0,1.0,-0.027636119263760806,0.0,-0.17906090764758842,0.0
2.0,0.0,1.1894226448290337,2.0,2.0,0,2.0,1.0,0.0,0.0,1.1622615951754018,3.0,0.6808064609463228,2.0
1.0,1.0,-0.6652202977910853,2.0,2.0,1,1.0,1.0,1.0,0.0,0.12531061276708091,0.0,1.0083749823154318,0.0
0.0,1.0,-1.4728873857062985,0.0,0.0,0,0.0,0.0,1.0,0.0,-0.9307448913232765,1.0,-0.8751440155569451,1.0
2.0,1.0,1.0099410697367641,2.0,2.0,0,1.0,1.0,1.0,1.0,0.45309467458943153,0.0,0.18945367889265924,0.0
2.0,1.0,1.2110269084975473,2.0,2.0,0,1.0,2.0,1.0,0.0,0.8064177671325603,0.0,0.3122918744060751,0.0
1.0,0.0,-0.6535872327388085,1.0,2.0,0,1.0,1.0,0.0,0.0,0.07560347764993025,3.0,0.8855367868020159,2.0
